list;trials;item;condition;;;D;C;F;size_A;size_B;size_C;size_D;size_E;size_F;color_A;color_B;color_C;color_D;color_E;color_F;form_A;form_B;form_C;form_D;form_E;form_F;noun;sentence_1;sentence_2;context;sharpness
4;44;32;fzrdc;zr;dc;NR-A;R-BD;NA;10;10;9;9;10;1;orange;grey;grey;grey;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen orangen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
4;45;32;fzrdf;zr;df;NR-A;NA;R-BD;10;10;9;9;10;1;NA;NA;NA;NA;NA;NA;diamond;quadrat;quadrat;quadrat;quadrat;quadrat;Aufkleber;Brauchst du den großen diamantförmigen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
4;46;33;fbrcf;br;cf;NA;BR-CE;BR-CE;NA;NA;NA;NA;NA;NA;brown;brown;black;black;brown;black;circle;star;circle;circle;star;star;Aufkleber;Brauchst du den runden braunen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
4;47;33;fbrdc;br;dc;BR-A;BR-CE;NA;9;9;1;3;9;1;brown;black;brown;brown;black;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den braunen großen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
4;48;33;fbrdf;br;df;BR-A;NA;BR-CE;9;9;1;3;9;1;NA;NA;NA;NA;NA;NA;circle;star;circle;circle;star;star;Aufkleber;Brauchst du den runden großen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
4;49;33;fercf;er;cf;NA;R-CE;NR-CE;NA;NA;NA;NA;NA;NA;brown;black;black;black;black;black;circle;circle;circle;circle;circle;star;Aufkleber;Brauchst du den braunen runden Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
4;50;33;ferdc;er;dc;R-A;NR-CE;NA;9;1;1;3;1;1;brown;brown;brown;brown;brown;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen braunen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
4;51;33;ferdf;er;df;R-A;NA;NR-CE;9;1;1;3;1;1;NA;NA;NA;NA;NA;NA;circle;circle;circle;circle;circle;star;Aufkleber;Brauchst du den großen runden Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
4;52;33;fzrcf;zr;cf;NA;NR-CE;R-CE;NA;NA;NA;NA;NA;NA;brown;brown;brown;brown;brown;black;circle;star;star;star;star;star;Aufkleber;Brauchst du den braunen runden Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
4;53;33;fzrdc;zr;dc;NR-A;R-CE;NA;10;10;9;10;10;1;brown;black;black;black;black;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen braunen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
4;54;33;fzrdf;zr;df;NR-A;NA;R-CE;10;10;9;10;10;1;NA;NA;NA;NA;NA;NA;circle;star;star;star;star;star;Aufkleber;Brauchst du den großen runden Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
4;55;34;fbrdc;br;dc;BR-A;BR-AB;NA;10;9;3;3;10;2;blue;orange;blue;blue;orange;orange;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
4;56;34;fbrdf;br;df;BR-B;NA;BR-AB;10;9;3;3;10;2;NA;NA;NA;NA;NA;NA;triangle;diamond;triangle;triangle;diamond;diamond;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
4;57;34;fbrcf;br;cf;NA;BR-BA;BR-BA;NA;NA;NA;NA;NA;NA;orange;orange;blue;blue;orange;blue;diamond;triangle;diamond;diamond;triangle;triangle;Aufkleber;Brauchst du den orangen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
4;58;34;ferdc;er;dc;R-A;NR-AC;NA;9;2;3;2;2;2;blue;blue;blue;blue;blue;brown;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
4;59;34;ferdf;er;df;R-B;NA;NR-AC;9;2;3;2;2;2;NA;NA;NA;NA;NA;NA;triangle;triangle;triangle;triangle;triangle;circle;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
4;60;34;fercf;er;cf;NA;R-CA;NR-CA;NA;NA;NA;NA;NA;NA;brown;blue;blue;blue;blue;blue;circle;circle;circle;circle;circle;triangle;Aufkleber;Brauchst du den braunen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
4;61;34;fzrdc;zr;dc;NR-A;R-AD;NA;9;10;10;10;10;1;blue;grey;grey;grey;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
4;62;34;fzrdf;zr;df;NR-B;NA;R-AD;9;10;10;10;10;1;NA;NA;NA;NA;NA;NA;triangle;quadrat;quadrat;quadrat;quadrat;quadrat;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
4;63;34;fzrcf;zr;cf;NA;NR-DA;R-DA;NA;NA;NA;NA;NA;NA;grey;grey;grey;grey;grey;blue;quadrat;triangle;triangle;triangle;triangle;triangle;Aufkleber;Brauchst du den grauen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
4;64;35;fbrdc;br;dc;BR-A;BR-AE;NA;10;10;1;1;10;2;blue;black;blue;blue;black;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
4;65;35;fbrdf;br;df;BR-B;NA;BR-AE;10;10;1;1;10;2;NA;NA;NA;NA;NA;NA;triangle;star;triangle;triangle;star;star;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
4;66;35;fbrcf;br;cf;NA;BR-EA;BR-EA;NA;NA;NA;NA;NA;NA;black;black;blue;blue;black;blue;star;triangle;star;star;triangle;triangle;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
4;67;35;ferdc;er;dc;R-A;NR-AF;NA;10;2;1;2;1;3;blue;blue;blue;blue;blue;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
4;68;35;ferdf;er;df;R-B;NA;NR-AF;10;2;1;2;1;3;NA;NA;NA;NA;NA;NA;triangle;triangle;triangle;triangle;triangle;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
4;69;35;fercf;er;cf;NA;R-FA;NR-FA;NA;NA;NA;NA;NA;NA;green;blue;blue;blue;blue;blue;heart;heart;heart;heart;heart;triangle;Aufkleber;Brauchst du den grünen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
4;70;35;fzrdc;zr;dc;NR-A;R-BC;NA;9;9;10;10;10;3;orange;brown;brown;brown;brown;brown;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
4;71;35;fzrdf;zr;df;NR-B;NA;R-BC;9;9;10;10;10;3;NA;NA;NA;NA;NA;NA;diamond;circle;circle;circle;circle;circle;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
4;72;35;fzrcf;zr;cf;NA;NR-CB;R-CB;NA;NA;NA;NA;NA;NA;brown;brown;brown;brown;brown;orange;circle;diamond;diamond;diamond;diamond;diamond;Aufkleber;Brauchst du den braunen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
4;73;36;fbrdc;br;dc;BR-A;BR-BD;NA;9;10;3;3;9;2;orange;grey;orange;orange;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
4;74;36;fbrdf;br;df;BR-B;NA;BR-BD;9;10;3;3;9;2;NA;NA;NA;NA;NA;NA;diamond;quadrat;diamond;diamond;quadrat;quadrat;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
4;75;36;fbrcf;br;cf;NA;BR-DB;BR-DB;NA;NA;NA;NA;NA;NA;grey;grey;orange;orange;grey;orange;quadrat;diamond;quadrat;quadrat;diamond;diamond;Aufkleber;Brauchst du den grauen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
4;76;36;ferdc;er;dc;R-A;NR-BE;NA;9;2;2;3;1;3;orange;orange;orange;orange;orange;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
4;77;36;ferdf;er;df;R-B;NA;NR-BE;9;2;2;3;1;3;NA;NA;NA;NA;NA;NA;diamond;diamond;diamond;diamond;diamond;star;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
4;78;36;fercf;er;cf;NA;R-EB;NR-EB;NA;NA;NA;NA;NA;NA;black;orange;orange;orange;orange;orange;star;star;star;star;star;diamond;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
4;79;36;fzrdc;zr;dc;NR-A;R-BF;NA;9;10;9;9;9;2;orange;green;green;green;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
4;80;36;fzrdf;zr;df;NR-B;NA;R-BF;9;10;9;9;9;2;NA;NA;NA;NA;NA;NA;diamond;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den diamantförmigen Aufkleber?;Wie fragst Du?;blurred
4;81;36;fzrcf;zr;cf;NA;NR-FB;R-FB;NA;NA;NA;NA;NA;NA;green;green;green;green;green;orange;heart;diamond;diamond;diamond;diamond;diamond;Aufkleber;Brauchst du den grünen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
4;82;37;fbrdc;br;dc;BR-A;BR-CD;NA;9;9;3;3;10;2;brown;grey;brown;brown;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
4;83;37;fbrdf;br;df;BR-B;NA;BR-CD;9;9;3;3;10;2;NA;NA;NA;NA;NA;NA;circle;quadrat;circle;circle;quadrat;quadrat;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
4;84;37;fbrcf;br;cf;NA;BR-DC;BR-DC;NA;NA;NA;NA;NA;NA;grey;grey;brown;brown;grey;brown;quadrat;circle;quadrat;quadrat;circle;circle;Aufkleber;Brauchst du den grauen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
4;85;37;ferdc;er;dc;R-A;NR-CE;NA;9;2;3;3;2;2;brown;brown;brown;brown;brown;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
4;86;37;ferdf;er;df;R-B;NA;NR-CE;9;2;3;3;2;2;NA;NA;NA;NA;NA;NA;circle;circle;circle;circle;circle;star;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
4;87;37;fercf;er;cf;NA;R-EC;NR-EC;NA;NA;NA;NA;NA;NA;black;brown;brown;brown;brown;brown;star;star;star;star;star;circle;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
4;88;37;fzrdc;zr;dc;NR-A;R-CF;NA;10;10;10;9;9;2;brown;green;green;green;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den braunen Aufkleber?;Wie fragst Du?;blurred
4;89;37;fzrdf;zr;df;NR-B;NA;R-CF;10;10;10;9;9;2;NA;NA;NA;NA;NA;NA;circle;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den runden Aufkleber?;Wie fragst Du?;blurred
4;90;37;fzrcf;zr;cf;NA;NR-FC;R-FC;NA;NA;NA;NA;NA;NA;green;green;green;green;green;brown;heart;circle;circle;circle;circle;circle;Aufkleber;Brauchst du den grünen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
4;91;38;fbrdc;br;dc;BR-A;BR-DE;NA;9;10;3;3;9;3;grey;black;grey;grey;black;black;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den grauen Aufkleber?;Wie fragst Du?;blurred
4;92;38;fbrdf;br;df;BR-B;NA;BR-DE;9;10;3;3;9;3;NA;NA;NA;NA;NA;NA;quadrat;star;quadrat;quadrat;star;star;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
4;93;38;fbrcf;br;cf;NA;BR-ED;BR-ED;NA;NA;NA;NA;NA;NA;black;black;grey;grey;black;grey;star;quadrat;star;star;quadrat;quadrat;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
4;94;38;ferdc;er;dc;R-A;NR-DF;NA;10;1;3;3;1;3;grey;grey;grey;grey;grey;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den grauen Aufkleber?;Wie fragst Du?;blurred
4;95;38;ferdf;er;df;R-B;NA;NR-DF;10;1;3;3;1;3;NA;NA;NA;NA;NA;NA;quadrat;quadrat;quadrat;quadrat;quadrat;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
4;96;38;fercf;er;cf;NA;R-FD;NR-FD;NA;NA;NA;NA;NA;NA;green;grey;grey;grey;grey;grey;heart;heart;heart;heart;heart;quadrat;Aufkleber;Brauchst du den grünen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
4;97;38;fzrdc;zr;dc;NR-A;R-EF;NA;9;10;9;10;9;2;black;green;green;green;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den schwarzen Aufkleber?;Wie fragst Du?;blurred
4;98;38;fzrdf;zr;df;NR-B;NA;R-EF;9;10;9;10;9;2;NA;NA;NA;NA;NA;NA;star;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den großen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
4;99;38;fzrcf;zr;cf;NA;NR-FE;R-FE;NA;NA;NA;NA;NA;NA;black;black;black;black;black;green;star;heart;star;star;heart;heart;Aufkleber;Brauchst du den schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
5;1;28;fbrcf;br;cf;NA;BR-DF;BR-DF;NA;NA;NA;NA;NA;NA;grey;grey;green;green;grey;green;quadrat;heart;quadrat;quadrat;heart;heart;Aufkleber;Brauchst du den grauen quadratischen Aufkleber?;Brauchst du den grauen Aufkleber?;Wie fragst Du?;blurred
5;2;28;fbrdc;br;dc;BR-A;BR-DF;NA;9;10;2;5;9;1;grey;green;grey;grey;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen grauen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
5;3;28;fbrdf;br;df;BR-A;NA;BR-DF;9;10;2;5;9;1;NA;NA;NA;NA;NA;NA;quadrat;heart;quadrat;quadrat;heart;heart;Aufkleber;Brauchst du den großen quadratischen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
5;4;28;fercf;er;cf;NA;R-DF;NR-DF;NA;NA;NA;NA;NA;NA;grey;green;green;green;green;green;quadrat;quadrat;quadrat;quadrat;quadrat;heart;Aufkleber;Brauchst du den quadratischen grauen Aufkleber?;Brauchst du den grauen Aufkleber?;Wie fragst Du?;blurred
5;5;28;ferdc;er;dc;R-A;NR-DF;NA;10;4;3;6;5;5;grey;grey;grey;grey;grey;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den grauen großen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
5;6;28;ferdf;er;df;R-A;NA;NR-DF;10;4;3;6;5;5;NA;NA;NA;NA;NA;NA;quadrat;quadrat;quadrat;quadrat;quadrat;heart;Aufkleber;Brauchst du den quadratischen großen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
5;7;28;fzrcf;zr;cf;NA;NR-DF;R-DF;NA;NA;NA;NA;NA;NA;grey;grey;grey;grey;grey;green;quadrat;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den grauen quadratischen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
5;8;28;fzrdc;zr;dc;NR-A;R-DF;NA;10;10;9;9;9;6;grey;green;green;green;green;green;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen grauen Aufkleber?;Brauchst du den grauen Aufkleber?;Wie fragst Du?;blurred
5;9;28;fzrdf;zr;df;NR-A;NA;R-DF;10;10;9;9;9;6;NA;NA;NA;NA;NA;NA;quadrat;heart;heart;heart;heart;heart;Aufkleber;Brauchst du den großen quadratischen Aufkleber?;Brauchst du den quadratischen Aufkleber?;Wie fragst Du?;blurred
5;10;29;fbrcf;br;cf;NA;BR-EA;BR-EA;NA;NA;NA;NA;NA;NA;black;black;blue;blue;black;blue;star;triangle;star;star;triangle;triangle;Aufkleber;Brauchst du den sternförmigen schwarzen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
5;11;29;fbrdc;br;dc;BR-A;BR-EA;NA;9;10;1;6;9;2;black;blue;black;black;blue;blue;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den schwarzen großen Aufkleber?;Brauchst du den schwarzen Aufkleber?;Wie fragst Du?;blurred
5;12;29;fbrdf;br;df;BR-A;NA;BR-EA;9;10;1;6;9;2;NA;NA;NA;NA;NA;NA;star;triangle;star;star;triangle;triangle;Aufkleber;Brauchst du den sternförmigen großen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
5;13;29;fercf;er;cf;NA;R-EA;NR-EA;NA;NA;NA;NA;NA;NA;black;blue;blue;blue;blue;blue;star;star;star;star;star;triangle;Aufkleber;Brauchst du den schwarzen sternförmigen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
5;14;29;ferdc;er;dc;R-A;NR-EA;NA;9;4;1;1;5;6;black;black;black;black;black;blue;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen schwarzen Aufkleber?;Brauchst du den schwarzen Aufkleber?;Wie fragst Du?;blurred
5;15;29;ferdf;er;df;R-A;NA;NR-EA;9;4;1;1;5;6;NA;NA;NA;NA;NA;NA;star;star;star;star;star;triangle;Aufkleber;Brauchst du den großen sternförmigen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
5;16;29;fzrcf;zr;cf;NA;NR-EA;R-EA;NA;NA;NA;NA;NA;NA;black;black;black;black;black;blue;star;triangle;triangle;triangle;triangle;triangle;Aufkleber;Brauchst du den schwarzen sternförmigen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
5;17;29;fzrdc;zr;dc;NR-A;R-EA;NA;9;10;10;10;10;6;black;blue;blue;blue;blue;blue;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen schwarzen Aufkleber?;Brauchst du den schwarzen Aufkleber?;Wie fragst Du?;blurred
5;18;29;fzrdf;zr;df;NR-A;NA;R-EA;9;10;10;10;10;6;NA;NA;NA;NA;NA;NA;star;triangle;triangle;triangle;triangle;triangle;Aufkleber;Brauchst du den großen sternförmigen Aufkleber?;Brauchst du den sternförmigen Aufkleber?;Wie fragst Du?;blurred
5;19;30;fbrcf;br;cf;NA;BR-FB;BR-FB;NA;NA;NA;NA;NA;NA;green;green;orange;orange;green;orange;heart;diamond;heart;heart;diamond;diamond;Aufkleber;Brauchst du den grünen herzförmigen Aufkleber?;Brauchst du den grünen Aufkleber?;Wie fragst Du?;blurred
5;20;30;fbrdc;br;dc;BR-A;BR-FB;NA;10;9;3;4;10;6;green;orange;green;green;orange;orange;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen grünen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
5;21;30;fbrdf;br;df;BR-A;NA;BR-FB;10;9;3;4;10;6;NA;NA;NA;NA;NA;NA;heart;diamond;heart;heart;diamond;diamond;Aufkleber;Brauchst du den großen herzförmigen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
5;22;30;fercf;er;cf;NA;R-FB;NR-FB;NA;NA;NA;NA;NA;NA;green;orange;orange;orange;orange;orange;heart;heart;heart;heart;heart;diamond;Aufkleber;Brauchst du den herzförmigen grünen Aufkleber?;Brauchst du den grünen Aufkleber?;Wie fragst Du?;blurred
5;23;30;ferdc;er;dc;R-A;NR-FB;NA;10;1;2;4;5;2;green;green;green;green;green;orange;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den grünen großen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
5;24;30;ferdf;er;df;R-A;NA;NR-FB;10;1;2;4;5;2;NA;NA;NA;NA;NA;NA;heart;heart;heart;heart;heart;diamond;Aufkleber;Brauchst du den herzförmigen großen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
5;25;30;fzrcf;zr;cf;NA;NR-FB;R-FB;NA;NA;NA;NA;NA;NA;green;green;green;green;green;orange;heart;diamond;diamond;diamond;diamond;diamond;Aufkleber;Brauchst du den grünen herzförmigen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
5;26;30;fzrdc;zr;dc;NR-A;R-FB;NA;9;9;9;9;9;4;green;orange;orange;orange;orange;orange;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen grünen Aufkleber?;Brauchst du den grünen Aufkleber?;Wie fragst Du?;blurred
5;27;30;fzrdf;zr;df;NR-A;NA;R-FB;9;9;9;9;9;4;NA;NA;NA;NA;NA;NA;heart;diamond;diamond;diamond;diamond;diamond;Aufkleber;Brauchst du den großen herzförmigen Aufkleber?;Brauchst du den herzförmigen Aufkleber?;Wie fragst Du?;blurred
5;28;31;fbrcf;br;cf;NA;BR-AC;BR-AC;NA;NA;NA;NA;NA;NA;blue;blue;brown;brown;blue;brown;triangle;circle;triangle;triangle;circle;circle;Aufkleber;Brauchst du den blauen dreieckigen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
5;29;31;fbrdc;br;dc;BR-A;BR-AC;NA;9;9;4;1;9;1;blue;brown;blue;blue;brown;brown;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den blauen großenAufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
5;30;31;fbrdf;br;df;BR-A;NA;BR-AC;9;9;4;1;9;1;NA;NA;NA;NA;NA;NA;triangle;circle;triangle;triangle;circle;circle;Aufkleber;Brauchst du den dreieckigen großen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
5;31;31;fercf;er;cf;NA;R-AC;NR-AC;NA;NA;NA;NA;NA;NA;blue;brown;brown;brown;brown;brown;triangle;triangle;triangle;triangle;triangle;circle;Aufkleber;Brauchst du den blauen dreieckigen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
5;32;31;ferdc;er;dc;R-A;NR-AC;NA;10;4;2;2;6;5;blue;blue;blue;blue;blue;brown;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen blauen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
5;33;31;ferdf;er;df;R-A;NA;NR-AC;10;4;2;2;6;5;NA;NA;NA;NA;NA;NA;triangle;triangle;triangle;triangle;triangle;circle;Aufkleber;Brauchst du den großen dreieckigen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
5;34;31;fzrcf;zr;cf;NA;NR-AC;R-AC;NA;NA;NA;NA;NA;NA;blue;blue;blue;blue;blue;brown;triangle;circle;circle;circle;circle;circle;Aufkleber;Brauchst du den blauen dreieckigen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
5;35;31;fzrdc;zr;dc;NR-A;R-AC;NA;10;9;10;10;10;4;blue;brown;brown;brown;brown;brown;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen blauen Aufkleber?;Brauchst du den blauen Aufkleber?;Wie fragst Du?;blurred
5;36;31;fzrdf;zr;df;NR-A;NA;R-AC;10;9;10;10;10;4;NA;NA;NA;NA;NA;NA;triangle;circle;circle;circle;circle;circle;Aufkleber;Brauchst du den großen dreieckigen Aufkleber?;Brauchst du den dreieckigen Aufkleber?;Wie fragst Du?;blurred
5;37;32;fbrcf;br;cf;NA;BR-BD;BR-BD;NA;NA;NA;NA;NA;NA;orange;orange;grey;grey;orange;grey;diamond;quadrat;diamond;diamond;quadrat;quadrat;Aufkleber;Brauchst du den orangen diamantförmigen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
5;38;32;fbrdc;br;dc;BR-A;BR-BD;NA;9;10;5;3;10;5;orange;grey;orange;orange;grey;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den großen orangen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
5;39;32;fbrdf;br;df;BR-A;NA;BR-BD;9;10;5;3;10;5;NA;NA;NA;NA;NA;NA;diamond;quadrat;diamond;diamond;quadrat;quadrat;Aufkleber;Brauchst du den großen diamantförmigen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
5;40;32;fercf;er;cf;NA;R-BD;NR-BD;NA;NA;NA;NA;NA;NA;orange;grey;grey;grey;grey;grey;diamond;diamond;diamond;diamond;diamond;quadrat;Aufkleber;Brauchst du den diamantförmigen orangen Aufkleber?;Brauchst du den orangen Aufkleber?;Wie fragst Du?;blurred
5;41;32;ferdc;er;dc;R-A;NR-BD;NA;9;6;5;1;5;4;orange;orange;orange;orange;orange;grey;NA;NA;NA;NA;NA;NA;Aufkleber;Brauchst du den orangen großen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
5;42;32;ferdf;er;df;R-A;NA;NR-BD;9;6;5;1;5;4;NA;NA;NA;NA;NA;NA;diamond;diamond;diamond;diamond;diamond;quadrat;Aufkleber;Brauchst du den diamantförmigen großen Aufkleber?;Brauchst du den großen Aufkleber?;Wie fragst Du?;blurred
